Name,Transliteration,Meaning,Gender,Language
Amartuvshin,,Eternal star,Male,Mongolian
Baatar,,Hero,Male,Mongolian
Bayar,,Happiness,Male,Mongolian
Bilig,,Wisdom,Male,Mongolian
Bold,,"Brave, resolute",Male,Mongolian
Chuluun,,"Rock, stone",Male,Mongolian
Dorj,,Honor,Male,Mongolian
Enkh,,Peace,Male,Mongolian
Gansukh,,Steadfast shield,Male,Mongolian
Gombosuren,,"Precious, cherished",Male,Mongolian
Gunjin,,"Pure, clean",Male,Mongolian
Jargalbat,,Joyful strength,Male,Mongolian
Juvayr,,Mountain,Male,Mongolian
Khasbaatar,,Loyal protector,Male,Mongolian
Khorloogiin,,"Strong, powerful",Male,Mongolian
Munkhbat,,Eternal hero,Male,Mongolian
Naranbaatar,,Sun shield,Male,Mongolian
Oidov,,Brave heart,Male,Mongolian
Otgonbayar,,Eternal joy,Male,Mongolian
Puntsag,,Eternal stone,Male,Mongolian
Radnaa,,Noble,Male,Mongolian
Sanjaa,,Hopeful,Male,Mongolian
Saruul,,"Pure, clean",Male,Mongolian
Tamerlan,,"Iron, steel",Male,Mongolian
Tuvshin,,Brave heart,Male,Mongolian
Uldana,,Eternal joy,Male,Mongolian
Uuganbayar,,Eternal happiness,Male,Mongolian
Zandan,,"Steadfast, resolute",Male,Mongolian
Amarsanaa,,Eternal joy,Male,Mongolian
Baruud,,"Strong, sturdy",Male,Mongolian
Batzorig,,Heroic courage,Male,Mongolian
Chagaan,,White,Male,Mongolian
Chuluunbaatar,,Rock hero,Male,Mongolian
Darimaa,,Generous,Male,Mongolian
Erdenebat,,Precious strength,Male,Mongolian
Ganbataar,,Steadfast hero,Male,Mongolian
Jargalbaatar,,Joyful hero,Male,Mongolian
Jure,,Protector,Male,Mongolian
Khishig,,Good fortune,Male,Mongolian
Munkhtsetseg,,Eternal flower,Male,Mongolian
Naranjargal,,Sun joy,Male,Mongolian
Oyunbat,,Wise hero,Male,Mongolian
Sukhbaat,,Shield bearer,Male,Mongolian
Temuulen,,Brave soul,Male,Mongolian
Tserendorj,,Holy honor,Male,Mongolian
Ulaanbaatar,,Red hero,Male,Mongolian
Uuganbaatar,,Eternal hero,Male,Mongolian
Zorigto,,Courageous person,Male,Mongolian
Altanbileg,,Golden destiny,Male,Mongolian
Bayarmaa,,Joyful moon,Male,Mongolian
Biligbayar,,Wise joy,Male,Mongolian
Boldbaatar,,Brave protector,Male,Mongolian
Chuluunbaatar,,Rock hero,Male,Mongolian
Dorjzovd,,Honor's strength,Male,Mongolian
Erdenekhuu,,Precious spirit,Male,Mongolian
Ganbaatar,,Steadfast hero,Male,Mongolian
Jargalbaatar,,Joyful protector,Male,Mongolian
Jureel,,Protector of the people,Male,Mongolian
Khishigbayar,,Good fortune joy,Male,Mongolian
Munkhbileg,,Eternal destiny,Male,Mongolian
Naranbaatar,,Sun shield,Male,Mongolian
Oidovbayar,,Brave joy,Male,Mongolian
Otgonbayar,,Eternal joy,Male,Mongolian
Puntsagbaatar,,Eternal hero,Male,Mongolian
Radnaabazar,,Noble hero,Male,Mongolian
Sanjaa,,Hopeful,Male,Mongolian
Saruulbileg,,Pure destiny,Male,Mongolian
Tamerlan,,Iron,Male,Mongolian
Tuvshinjargal,,Brave joy,Male,Mongolian
Uldanbayar,,Eternal joy,Male,Mongolian
Uuganbayar,,Eternal happiness,Male,Mongolian
Zandanbileg,,Steadfast destiny,Male,Mongolian
Amarsanaa,,Eternal joy,Male,Mongolian
Baruud,,Strong,Male,Mongolian
Batzorig,,Heroic courage,Male,Mongolian
Chagaan,,White,Male,Mongolian
Chuluunbaatar,,Rock hero,Male,Mongolian
Darimaa,,Generous,Male,Mongolian
Erdenebat,,Precious strength,Male,Mongolian
Ganbataar,,Steadfast hero,Male,Mongolian
Jargalbaatar,,Joyful hero,Male,Mongolian
Jure,,Protector,Male,Mongolian
Khishig,,Good fortune,Male,Mongolian
Munkhtsetseg,,Eternal flower,Male,Mongolian
Naranjargal,,Sun joy,Male,Mongolian
Oyunbat,,Wise hero,Male,Mongolian
Sukhbaat,,Shield bearer,Male,Mongolian
Temuulen,,Brave soul,Male,Mongolian
Tserendorj,,Holy honor,Male,Mongolian
Ulaanbaatar,,Red hero,Male,Mongolian
Uuganbaatar,,Eternal hero,Male,Mongolian
Zorigto,,Courageous person,Male,Mongolian
Altanbileg,,Golden destiny,Male,Mongolian
Bayarmaa,,Joyful moon,Male,Mongolian
Biligbayar,,Wise joy,Male,Mongolian
Altantsetseg,,Golden flower,Female,Mongolian
Amaraa,,Eternal joy,Female,Mongolian
Ankhbayar,,Eternal happiness,Female,Mongolian
Ariunaa,,"Pure, holy",Female,Mongolian
Bayarmaa,,Joyful moon,Female,Mongolian
Bilegt,,Wise,Female,Mongolian
Bolormaa,,Crystal moon,Female,Mongolian
Bukhchuluun,,"Serene, peaceful",Female,Mongolian
Chimeg,,Invention,Female,Mongolian
Dorjmaa,,Honor,Female,Mongolian
Eruu,,Universe,Female,Mongolian
Erdene,,Jewel,Female,Mongolian
Ganbaatar,,Steadfast hero,Female,Mongolian
Gantsetseg,,Golden flower,Female,Mongolian
Gerelmaa,,"Light, bright",Female,Mongolian
Gunjin,,Pure,Female,Mongolian
Khishigt,,Good fortune,Female,Mongolian
Khorloo,,Great woman,Female,Mongolian
Khuvsgul,,Precious stone,Female,Mongolian
Lkhagva,,Eternal grace,Female,Mongolian
Mankhuu,,Eternal spirit,Female,Mongolian
Munkhbat,,Eternal hero,Female,Mongolian
Naran,,Sun,Female,Mongolian
Naranjargal,,Sun joy,Female,Mongolian
Oidov,,Brave heart,Female,Mongolian
Oyuntsetseg,,Wise flower,Female,Mongolian
Saran,,Moonlight,Female,Mongolian
Sarnai,,Flower,Female,Mongolian
Solongo,,Rainbow,Female,Mongolian
Soyolmaa,,Wise mind,Female,Mongolian
Temuulen,,"Brave, fearless",Female,Mongolian
Tserenmaa,,Pure heart,Female,Mongolian
Tsolmon,,Moonlight,Female,Mongolian
Ulaan,,Red,Female,Mongolian
Uuganmaa,,Eternal joy,Female,Mongolian
Urtnasan,,Eternal sky,Female,Mongolian
Zandanshatar,,Steadfast honor,Female,Mongolian
Altangul,,Golden flower,Female,Mongolian
Amgalan,,Eternal joy,Female,Mongolian
Ariunaa,,Pure,Female,Mongolian
Bilig,,Wisdom,Female,Mongolian
Bolormaa,,Crystal moon,Female,Mongolian
Chimeg,,Invention,Female,Mongolian
Dorjmaa,,Honor,Female,Mongolian
Eruu,,Universe,Female,Mongolian
Erdenebat,,Precious strength,Female,Mongolian
Ganbayar,,Steadfast joy,Female,Mongolian
Gantsetseg,,Golden flower,Female,Mongolian
Gerelmaa,,Bright light,Female,Mongolian
Gunjin,,Pure,Female,Mongolian
Khishig,,Good fortune,Female,Mongolian
Khorloo,,Great woman,Female,Mongolian
Khuvsgul,,Precious stone,Female,Mongolian
Lkhagva,,Eternal grace,Female,Mongolian
Mankhuu,,Eternal spirit,Female,Mongolian
Munkhbileg,,Eternal destiny,Female,Mongolian
Naran,,Sun,Female,Mongolian
Naranjargal,,Sun joy,Female,Mongolian
Oidov,,Brave heart,Female,Mongolian
Oyuntsetseg,,Wise flower,Female,Mongolian
Saran,,Moonlight,Female,Mongolian
Sarnai,,Flower,Female,Mongolian
Solongo,,Rainbow,Female,Mongolian
Soyolmaa,,Wise mind,Female,Mongolian
Temuulen,,"Brave, fearless",Female,Mongolian
Tserenmaa,,Pure heart,Female,Mongolian
Tsolmon,,Moonlight,Female,Mongolian
Ulaan,,Red,Female,Mongolian
Uuganmaa,,Eternal joy,Female,Mongolian
Urtnasan,,Eternal sky,Female,Mongolian
Zandanshatar,,Steadfast honor,Female,Mongolian
Altangul,,Golden flower,Female,Mongolian
Amgalan,,Eternal joy,Female,Mongolian
Aadesh,,Command,Male,Marathi
Aashish,,Blessing,Male,Marathi
Abhay,,Fearless,Male,Marathi
Aditya,,Sun,Male,Marathi
Amol,,Priceless,Male,Marathi
Aniket,,One who has no home,Male,Marathi
Anil,,Wind,Male,Marathi
Arun,,Dawn,Male,Marathi
Avinash,,One who cannot be destroyed,Male,Marathi
Balaji,,A name of Lord Venkatesh,Male,Marathi
Bharat,,India or universal,Male,Marathi
Bhushan,,Ornament,Male,Marathi
Chandrakant,,Loved by the moon,Male,Marathi
Charudatt,,One who is beautiful and compassionate,Male,Marathi
Darshan,,Vision,Male,Marathi
Deepak,,Light,Male,Marathi
Devendra,,King of Gods,Male,Marathi
Dhananjay,,Conqueror of wealth,Male,Marathi
Ganesh,,Lord of the multitudes,Male,Marathi
Gaurav,,Honor,Male,Marathi
Gokul,,Name of a place associated with Krishna,Male,Marathi
Harshad,,One who gives joy,Male,Marathi
Hemant,,Early winter,Male,Marathi
Hriday,,Heart,Male,Marathi
Jayant,,Victorious,Male,Marathi
Jitendra,,Conqueror of senses,Male,Marathi
Kiran,,Ray of light,Male,Marathi
Krishnan,,Name of Lord Krishna,Male,Marathi
Mahesh,,Great Lord (Shiva),Male,Marathi
Manish,,Intelligent,Male,Marathi
Mayuresh,,Lord of peacocks,Male,Marathi
Milind,,Bee,Male,Marathi
Mukesh,,Lord of the world (Shiva),Male,Marathi
Nandan,,Son,Male,Marathi
Nikhil,,"Whole, complete",Male,Marathi
Omkar,,Sound of the sacred syllable 'Om',Male,Marathi
Pradeep,,Light,Male,Marathi
Prakash,,Light,Male,Marathi
Prasad,,Blessing,Male,Marathi
Rajesh,,King of kings,Male,Marathi
Ramesh,,Lord Vishnu,Male,Marathi
Ravi,,Sun,Male,Marathi
Sachin,,"Pure, innocent",Male,Marathi
Sanjay,,Victorious,Male,Marathi
Sandeep,,Light,Male,Marathi
Santosh,,Contentment,Male,Marathi
Shantanu,,Peaceful,Male,Marathi
Sharad,,Autumn,Male,Marathi
Shashank,,Moon,Male,Marathi
Siddharth,,One who has attained his goals,Male,Marathi
Suresh,,Lord of the gods (Vishnu),Male,Marathi
Swapnil,,Dreamlike,Male,Marathi
Tanmay,,"Blissful, engrossed",Male,Marathi
Uday,,Rise,Male,Marathi
Umesh,,Lord of the world (Shiva),Male,Marathi
Vaibhav,,Prosperity,Male,Marathi
Varun,,Lord of the waters (God of rain),Male,Marathi
Vishal,,"Immense, grand",Male,Marathi
Yash,,Glory,Male,Marathi
Yogesh,,Lord of Yoga,Male,Marathi
Akash,,Sky,Male,Marathi
Anirudh,,Without obstacles,Male,Marathi
Ashwin,,"Light, horse",Male,Marathi
Atul,,Matchless,Male,Marathi
Chaitanya,,Consciousness,Male,Marathi
Deepraj,,Light of the kingdom,Male,Marathi
Devashish,,Divine protection,Male,Marathi
Dinesh,,Lord of the day (Sun),Male,Marathi
Harsha,,"Joy, happiness",Male,Marathi
Ishaan,,Lord Shiva,Male,Marathi
Jitendra,,Conqueror of the senses,Male,Marathi
Keshav,,One of the names of Lord Krishna,Male,Marathi
Kunal,,Lotus,Male,Marathi
Madhav,,Another name for Lord Krishna,Male,Marathi
Mahendra,,"Great Indra, Lord Indra",Male,Marathi
Manohar,,Handsome,Male,Marathi
Mitesh,,Lord of the small,Male,Marathi
Mukund,,Another name for Lord Krishna,Male,Marathi
Nikhil,,"Whole, complete",Male,Marathi
Omprakash,,Light of Om,Male,Marathi
Pradip,,Light,Male,Marathi
Rajeev,,Lotus,Male,Marathi
Ratan,,Jewel,Male,Marathi
Rohit,,Red,Male,Marathi
Sachin,,"Pure, innocent",Male,Marathi
Salil,,Water,Male,Marathi
Sameer,,Companion,Male,Marathi
Santosh,,Contentment,Male,Marathi
Saurabh,,Fragrance,Male,Marathi
Shankar,,Lord Shiva,Male,Marathi
Shubham,,Auspicious,Male,Marathi
Siddharth,,One who has attained his goals,Male,Marathi
Sushant,,"Pure, innocent",Male,Marathi
Tushar,,Snow,Male,Marathi
Utkarsh,,Advancement,Male,Marathi
Vasant,,Spring,Male,Marathi
Vijay,,Victory,Male,Marathi
Vishwas,,Trust,Male,Marathi
Aarti,,Worship,Female,Marathi
Aishwarya,,"Prosperity, wealth",Female,Marathi
Akanksha,,Desire,Female,Marathi
Amruta,,"Immortal, nectar",Female,Marathi
Anjali,,"Offering, salutation",Female,Marathi
Anushka,,Graceful,Female,Marathi
Apoorva,,"Unique, unparalleled",Female,Marathi
Archana,,"Worship, offering",Female,Marathi
Ashwini,,"Light, horse",Female,Marathi
Avani,,Earth,Female,Marathi
Bhakti,,Devotion,Female,Marathi
Bhargavi,,Goddess Lakshmi,Female,Marathi
Charul,,"Beautiful, graceful",Female,Marathi
Chitra,,"Picture, beautiful",Female,Marathi
Damini,,Lightning,Female,Marathi
Deepa,,"Light, lamp",Female,Marathi
Dhanashree,,"Wealthy, prosperous",Female,Marathi
Divya,,"Divine, heavenly",Female,Marathi
Esha,,"Desire, wish",Female,Marathi
Gauri,,"Fair, goddess Parvati",Female,Marathi
Gayatri,,"Vedic hymn, goddess",Female,Marathi
Gita,,"Song, sacred text",Female,Marathi
Hema,,Gold,Female,Marathi
Hemalata,,Golden vine,Female,Marathi
Isha,,"Goddess Durga, the ruling deity",Female,Marathi
Jaya,,"Victory, triumph",Female,Marathi
Jyoti,,"Light, flame",Female,Marathi
Kanchan,,Gold,Female,Marathi
Karishma,,"Charm, miracle",Female,Marathi
Kashish,,"Attraction, allure",Female,Marathi
Kirti,,"Fame, glory",Female,Marathi
Komal,,"Soft, delicate",Female,Marathi
Kriti,,"Creation, work",Female,Marathi
Kusum,,Flower,Female,Marathi
Lata,,"Creeper vine, a musical instrument",Female,Marathi
Madhavi,,"Sweet, a type of flower",Female,Marathi
Meera,,Devotee of Krishna,Female,Marathi
Mitali,,Friendship,Female,Marathi
Nandini,,"Daughter, pleasing",Female,Marathi
Nisha,,Night,Female,Marathi
Pallavi,,"New leaves, shoot",Female,Marathi
Pooja,,Worship,Female,Marathi
Priya,,"Beloved, dear",Female,Marathi
Purva,,"East, ancient",Female,Marathi
Radhika,,"Successful, prosperous",Female,Marathi
Ranjana,,"Delightful, beautiful",Female,Marathi
Reena,,"Jewel, gemstone",Female,Marathi
Richa,,Name of goddess Durga,Female,Marathi
Rukmini,,"Goddess Durga, beloved",Female,Marathi
Saanvi,,Knowledge,Female,Marathi
Sakshi,,Witness,Female,Marathi
Sandhya,,Twilight,Female,Marathi
Shaila,,Mountain,Female,Marathi
Shakti,,"Power, energy",Female,Marathi
Sharmila,,"Shelter, protection",Female,Marathi
Shraddha,,"Faith, devotion",Female,Marathi
Smita,,Smile,Female,Marathi
Snehal,,Friendship,Female,Marathi
Sonali,,Golden,Female,Marathi
Suman,,Flower,Female,Marathi
Swati,,"A star, a type of flower",Female,Marathi
Tanvi,,"Delicate, beautiful",Female,Marathi
Tripti,,Satisfaction,Female,Marathi
Urmila,,Enchantment,Female,Marathi
Usha,,Dawn,Female,Marathi
Vandana,,"Worship, adoration",Female,Marathi
Varsha,,Rain,Female,Marathi
Veena,,Musical instrument,Female,Marathi
Vidhya,,Knowledge,Female,Marathi
Vijaya,,Victory,Female,Marathi
Yashoda,,"Success, fame",Female,Marathi
Adi,,"First, eldest",Male,Malay
Ahmad,,Highly praised,Male,Malay
Amir,,"Prince, leader",Male,Malay
Anwar,,"Radiant, luminous",Male,Malay
Azim,,"Resolute, determined",Male,Malay
Badrin,,Full moon,Male,Malay
Danish,,"Knowledgeable, learned",Male,Malay
Faiz,,Victorious,Male,Malay
Faris,,"Knight, horseman",Male,Malay
Fikri,,Intellectual,Male,Malay
Hafiz,,"Guardian, protector",Male,Malay
Haris,,"Watchful, vigilant",Male,Malay
Hakim,,"Wise, just",Male,Malay
Imran,,Prosperity,Male,Malay
Ismail,,Heard by God,Male,Malay
Izan,,Gift of God,Male,Malay
Jamil,,Handsome,Male,Malay
Khalid,,"Eternal, immortal",Male,Malay
Luqman,,Wise man,Male,Malay
Malik,,King,Male,Malay
Marwan,,Solid stone,Male,Malay
Muhammad,,Praiseworthy,Male,Malay
Nasir,,"Helper, supporter",Male,Malay
Nabil,,"Noble, distinguished",Male,Malay
Omar,,"Long-lived, flourishing",Male,Malay
Rafiq,,Friend,Male,Malay
Rizal,,"Bright, shining",Male,Malay
Sabri,,Patient,Male,Malay
Sulaiman,,"Peaceful, devoted",Male,Malay
Syafiq,,"Just, fair",Male,Malay
Tariq,,"Morning star, comet",Male,Malay
Umar,,"Life, long-lived",Male,Malay
Yusof,,God increases,Male,Malay
Aaron,,"Exalted, high",Male,Malay
Abid,,"Worshipper, devout",Male,Malay
Afiq,,"Intelligent, bright",Male,Malay
Ahmad,,Most commendable,Male,Malay
Aizat,,"Strong, firm",Male,Malay
Akmal,,"Perfect, complete",Male,Malay
Ali,,"Exalted, noble",Male,Malay
Alif,,The first letter of Arabic alphabet,Male,Malay
Azlan,,Lion,Male,Malay
Azri,,"Brave, courageous",Male,Malay
Danial,,Judge,Male,Malay
Darwish,,Devotee,Male,Malay
Edham,,"Grand, noble",Male,Malay
Emran,,"Prosperity, development",Male,Malay
Erfan,,"Knowledge, wisdom",Male,Malay
Fadhil,,"Virtuous, superior",Male,Malay
Fakhrul,,"Glory, pride",Male,Malay
Farhan,,"Joyful, happy",Male,Malay
Fahmi,,Understanding,Male,Malay
Ghazi,,Warrior,Male,Malay
Hafeez,,"Protector, guardian",Male,Malay
Hilmi,,"Gentle, kind",Male,Malay
Hamid,,Praised,Male,Malay
Hanif,,"True believer, sincere",Male,Malay
Hakim,,Wise,Male,Malay
Hussain,,"Handsome, good",Male,Malay
Hisham,,Generous,Male,Malay
Idris,,"Interpreter, prophet",Male,Malay
Imran,,Prosperity,Male,Malay
Jafar,,"Stream, river",Male,Malay
Jalal,,Grandeur,Male,Malay
Kamal,,Perfection,Male,Malay
Kamil,,"Complete, perfect",Male,Malay
Khairul,,Goodness,Male,Malay
Lutfi,,Kindness,Male,Malay
Mahir,,"Skilled, expert",Male,Malay
Mazlan,,Honorable,Male,Malay
Munir,,"Luminous, radiant",Male,Malay
Mustafa,,Chosen one,Male,Malay
Najib,,Noble,Male,Malay
Aida,,"Noble, respected",Female,Malay
Aishah,,"Alive, prosperous",Female,Malay
Anisa,,"Friendly, companion",Female,Malay
Azizah,,"Beloved, respected",Female,Malay
Dahlia,,Flower,Female,Malay
Dania,,"Close, near",Female,Malay
Farah,,"Joyful, happy",Female,Malay
Fatimah,,Captivating,Female,Malay
Hana,,"Happiness, flower",Female,Malay
Hawa,,Eve (name of the first woman),Female,Malay
Iman,,Faith,Female,Malay
Inas,,"Compassionate, friendly",Female,Malay
Jamilah,,Beautiful,Female,Malay
Khadijah,,Early baby,Female,Malay
Laila,,Night,Female,Malay
Latifah,,"Gentle, kind",Female,Malay
Mariam,,Mary (mother of Jesus),Female,Malay
Najwa,,Whisper,Female,Malay
Nora,,Light,Female,Malay
Nur,,Light,Female,Malay
Rania,,Queen,Female,Malay
Rosina,,Rose,Female,Malay
Safiya,,"Pure, untroubled",Female,Malay
Salma,,Peaceful,Female,Malay
Sofia,,Wisdom,Female,Malay
Sumayyah,,Elevated,Female,Malay
Yasmin,,Jasmine flower,Female,Malay
Amina,,"Trustworthy, faithful",Female,Malay
Amira,,Princess,Female,Malay
Aulia,,"Saintly, righteous",Female,Malay
Azura,,Sky blue,Female,Malay
Balqis,,Queen of Sheba,Female,Malay
Basmah,,Smile,Female,Malay
Belinda,,Beautiful,Female,Malay
Dalila,,"Gentle, delicate",Female,Malay
Dalia,,Grapevine,Female,Malay
Elina,,"Bright, shining",Female,Malay
Fatima,,"Abstainer, one who fasts",Female,Malay
Hadiyah,,Guidance,Female,Malay
Hafizah,,"Guardian, protector",Female,Malay
Haniya,,"Happy, delighted",Female,Malay
Khaira,,"Goodness, virtue",Female,Malay
Khairunnisa,,Best of women,Female,Malay
Khatijah,,Early baby,Female,Malay
Laila,,Night,Female,Malay
Luthfiya,,Kindness,Female,Malay
Melisa,,Honey bee,Female,Malay
Munirah,,"Radiant, luminous",Female,Malay
Nadira,,"Unique, rare",Female,Malay
Nabila,,Noble,Female,Malay
Najihah,,Successful,Female,Malay
Nureen,,"Light, radiant",Female,Malay
Qistina,,"Just, fair",Female,Malay
Raisha,,"Leader, chief",Female,Malay
Rania,,Queen,Female,Malay
Rayhana,,Sweet basil,Female,Malay
Sakinah,,"Tranquility, peace",Female,Malay
Salwa,,Relief,Female,Malay
Sarah,,"Princess, noblewoman",Female,Malay
Shakira,,"Thankful, grateful",Female,Malay
Shifa,,"Cure, healing",Female,Malay
Shirin,,Sweet,Female,Malay
Sofea,,"Pure, wise",Female,Malay
Sumaiyah,,"Elevated, high",Female,Malay
Aiden,,Little fire,Male,Maltese
Albert,,"Noble, bright",Male,Maltese
Albi,,"White, bright",Male,Maltese
Angelo,,Angel,Male,Maltese
Antonio,,"Priceless, highly praised",Male,Maltese
Benju,,Son of the right hand,Male,Maltese
Carlo,,Free man,Male,Maltese
Christian,,Follower of Christ,Male,Maltese
Daniel,,God is my judge,Male,Maltese
David,,Beloved,Male,Maltese
Domenic,,Belonging to the Lord,Male,Maltese
Edwin,,Wealthy friend,Male,Maltese
Emanuel,,God is with us,Male,Maltese
Enzo,,Ruler of the house,Male,Maltese
Ernest,,"Serious, determined",Male,Maltese
Fabio,,Bean grower,Male,Maltese
Filippo,,Lover of horses,Male,Maltese
Francesco,,Free man,Male,Maltese
George,,"Farmer, earthworker",Male,Maltese
Giovanni,,God is gracious,Male,Maltese
Giuseppe,,God will add,Male,Maltese
Hugo,,"Mind, intellect",Male,Maltese
Ignatius,,"Fiery, ardent",Male,Maltese
Jacob,,Supplanter,Male,Maltese
James,,Supplanter,Male,Maltese
John,,God is gracious,Male,Maltese
Joseph,,God will increase,Male,Maltese
Julian,,Youthful,Male,Maltese
Leo,,Lion,Male,Maltese
Leonard,,Brave lion,Male,Maltese
Luigi,,Famous warrior,Male,Maltese
Manuel,,God is with us,Male,Maltese
Marco,,Warlike,Male,Maltese
Mario,,"Male, man",Male,Maltese
Martin,,Warlike,Male,Maltese
Michael,,Who is like God?,Male,Maltese
Michel,,Who is like God?,Male,Maltese
Mikel,,Who is like God?,Male,Maltese
Nino,,Young child,Male,Maltese
Oliver,,Olive tree,Male,Maltese
Paolo,,Small,Male,Maltese
Peter,,Rock,Male,Maltese
Rafael,,God has healed,Male,Maltese
Raymond,,Wise protector,Male,Maltese
Ricardo,,Powerful leader,Male,Maltese
Robert,,Bright fame,Male,Maltese
Roderick,,Famous ruler,Male,Maltese
Salvatore,,Savior,Male,Maltese
Samuel,,God has heard,Male,Maltese
Simon,,The listener,Male,Maltese
Stefano,,Crowned,Male,Maltese
Thomas,,Twin,Male,Maltese
Valentino,,"Strength, health",Male,Maltese
Victor,,Conqueror,Male,Maltese
Vincenzo,,Conquering,Male,Maltese
William,,Resolute protector,Male,Maltese
Xavier,,"Bright, new house",Male,Maltese
Zachary,,Remembered by God,Male,Maltese
Abel,,"Breath, vapor",Male,Maltese
Achille,,"Painful, grief-stricken",Male,Maltese
Adamo,,Earth,Male,Maltese
Alberto,,"Noble, bright",Male,Maltese
Aldo,,"Old, elder",Male,Maltese
Alessandro,,Defender of the people,Male,Maltese
Alfredo,,Elf counsel,Male,Maltese
Amedeo,,Loved by God,Male,Maltese
Andrea,,"Manly, brave",Male,Maltese
Angelo,,Angel,Male,Maltese
Annibale,,Hannibal,Male,Maltese
Antonio,,"Priceless, highly praised",Male,Maltese
Arturo,,Bear-like,Male,Maltese
Attilio,,Father of the people,Male,Maltese
Benedetto,,Blessed,Male,Maltese
Benjamino,,Son of the right hand,Male,Maltese
Bernardo,,Brave as a bear,Male,Maltese
Berto,,"Bright, glorious",Male,Maltese
Bonifacio,,Good fortune,Male,Maltese
Brando,,"Sword, brand",Male,Maltese
Bruno,,Brown-haired,Male,Maltese
Carlo,,Free man,Male,Maltese
Ciro,,Sun,Male,Maltese
Corrado,,Brave counsel,Male,Maltese
Cristiano,,"Christian, follower of Christ",Male,Maltese
Damiano,,"To tame, subdue",Male,Maltese
Daniele,,God is my judge,Male,Maltese
Davide,,Beloved,Male,Maltese
Domenico,,Belonging to the Lord,Male,Maltese
Edoardo,,Guardian of prosperity,Male,Maltese
Elio,,Sun,Male,Maltese
Enrico,,Ruler of the household,Male,Maltese
Eusebio,,"Pious, godly",Male,Maltese
Fabio,,Bean grower,Male,Maltese
Federico,,Peaceful ruler,Male,Maltese
Ferdinando,,Bold journey,Male,Maltese
Ferruccio,,Iron,Male,Maltese
Flavio,,Golden,Male,Maltese
Fortunato,,Fortunate,Male,Maltese
Fulvio,,"Reddish, golden",Male,Maltese
Gabriele,,God is my strength,Male,Maltese
Gaetano,,From Caieta,Male,Maltese
Gennaro,,January,Male,Maltese
Giacomo,,Supplanter,Male,Maltese
Gino,,"Noble, well-born",Male,Maltese
Giordano,,From Jordan,Male,Maltese
Giovanni,,God is gracious,Male,Maltese
Giuseppe,,God will add,Male,Maltese
Guido,,Guide,Male,Maltese
Italo,,Italian,Male,Maltese
Jacopo,,Supplanter,Male,Maltese
Luigi,,Famous warrior,Male,Maltese
Marcello,,Little warrior,Male,Maltese
Mario,,"Male, man",Male,Maltese
Matteo,,Gift of God,Male,Maltese
Michele,,Who is like God?,Male,Maltese
Nazzareno,,From Nazareth,Male,Maltese
Natale,,Born on Christmas Day,Male,Maltese
Niccolò,,Victory of the people,Male,Maltese
Orlando,,Famous land,Male,Maltese
Paolo,,Small,Male,Maltese
Pietro,,Rock,Male,Maltese
Raffaele,,God has healed,Male,Maltese
Adelina,,Noble,Female,Maltese
Agata,,"Good, Kind-hearted",Female,Maltese
Alessia,,Defender of the people,Female,Maltese
Anġela,,Angelic,Female,Maltese
Antonella,,"Priceless, Inestimable",Female,Maltese
Beatrix,,"Voyager, Traveler",Female,Maltese
Bianca,,"White, Pure",Female,Maltese
Carla,,Strong,Female,Maltese
Carmelina,,Garden,Female,Maltese
Catarina,,Pure,Female,Maltese
Celestina,,Heavenly,Female,Maltese
Chiara,,"Bright, Clear",Female,Maltese
Clarissa,,"Clear, Bright",Female,Maltese
Claudia,,Lame,Female,Maltese
Corinne,,Maiden,Female,Maltese
Daniela,,God is my judge,Female,Maltese
Daria,,Possesses well,Female,Maltese
Dolores,,Sorrows,Female,Maltese
Donatella,,Gift,Female,Maltese
Emanuela,,God is with us,Female,Maltese
Emiliana,,Rival,Female,Maltese
Evelina,,Desired,Female,Maltese
Federica,,Peaceful ruler,Female,Maltese
Filippa,,Lover of horses,Female,Maltese
Francesca,,Free,Female,Maltese
Gabriella,,God is my strength,Female,Maltese
Gilda,,Golden,Female,Maltese
Giorgia,,Farmer,Female,Maltese
Grazia,,Grace,Female,Maltese
Helga,,Holy,Female,Maltese
Imelda,,Universal battle,Female,Maltese
Ivana,,God is gracious,Female,Maltese
Jacqueline,,Supplanter,Female,Maltese
Jana,,God is gracious,Female,Maltese
Karla,,Strong,Female,Maltese
Katerina,,Pure,Female,Maltese
Loredana,,Laurel,Female,Maltese
Lucia,,Light,Female,Maltese
Madalena,,Tower,Female,Maltese
Magdalena,,Of Magdala,Female,Maltese
Marcella,,Warlike,Female,Maltese
Mariella,,Bitter,Female,Maltese
Martina,,Dedicated to Mars,Female,Maltese
Melania,,Dark,Female,Maltese
Michela,,Who is like God?,Female,Maltese
Milena,,Gracious,Female,Maltese
Miranda,,Admirable,Female,Maltese
Nadia,,Hope,Female,Maltese
Natalina,,Born on Christmas day,Female,Maltese
Nina,,Little girl,Female,Maltese
Oriana,,Sunrise,Female,Maltese
Paola,,Small,Female,Maltese
Patricia,,Noble,Female,Maltese
Petra,,Rock,Female,Maltese
Rafaela,,God has healed,Female,Maltese
Renata,,Reborn,Female,Maltese
Rita,,Pearl,Female,Maltese
Roberta,,Bright fame,Female,Maltese
Rosalba,,White rose,Female,Maltese
Rosaria,,Rose,Female,Maltese
Sabrina,,From the river Severn,Female,Maltese
